INFO 2023-10-18 21:16:11,888 autoreload Watching for file changes with StatReloader
DEBUG 2023-10-18 21:16:12,556 autoreload File /usr/lib/python3.8/multiprocessing/reduction.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,557 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/sqlparse/engine/grouping.py first seen with mtime 1695024673.686934
DEBUG 2023-10-18 21:16:12,557 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/urls/base.py first seen with mtime 1695024675.556935
DEBUG 2023-10-18 21:16:12,558 autoreload File /usr/lib/python3.8/http/__init__.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,558 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/aggregates.py first seen with mtime 1695024675.496935
DEBUG 2023-10-18 21:16:12,559 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/backends/base/__init__.py first seen with mtime 1695024675.466935
DEBUG 2023-10-18 21:16:12,559 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/base.py first seen with mtime 1695024675.496935
DEBUG 2023-10-18 21:16:12,560 autoreload File /usr/lib/python3.8/email/parser.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,560 autoreload File /usr/lib/python3.8/ctypes/__init__.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,561 autoreload File /usr/lib/python3.8/datetime.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,562 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/dispatch/dispatcher.py first seen with mtime 1695024675.5169349
DEBUG 2023-10-18 21:16:12,562 autoreload File /usr/lib/python3.8/email/base64mime.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,563 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/backends/sqlite3/operations.py first seen with mtime 1695024675.486935
DEBUG 2023-10-18 21:16:12,564 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/backends/sqlite3/client.py first seen with mtime 1695024675.486935
DEBUG 2023-10-18 21:16:12,566 autoreload File /usr/lib/python3.8/site.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,567 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/fields/__init__.py first seen with mtime 1695024675.506935
DEBUG 2023-10-18 21:16:12,568 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/middleware/cache.py first seen with mtime 1695024675.5469348
DEBUG 2023-10-18 21:16:12,569 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/__init__.py first seen with mtime 1695024675.496935
DEBUG 2023-10-18 21:16:12,569 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/PIL/Image.py first seen with mtime 1697391218.187638
DEBUG 2023-10-18 21:16:12,570 autoreload File /usr/lib/python3.8/subprocess.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,571 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/servers/__init__.py first seen with mtime 1695024675.466935
DEBUG 2023-10-18 21:16:12,571 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/functions/mixins.py first seen with mtime 1695024675.5169349
DEBUG 2023-10-18 21:16:12,572 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/utils/cache.py first seen with mtime 1695024675.566935
DEBUG 2023-10-18 21:16:12,575 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/admin.py first seen with mtime 1697411008.3508544
DEBUG 2023-10-18 21:16:12,576 autoreload File /usr/lib/python3.8/_compression.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,576 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/forms/boundfield.py first seen with mtime 1695024675.5169349
DEBUG 2023-10-18 21:16:12,577 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/management/color.py first seen with mtime 1695024675.456935
DEBUG 2023-10-18 21:16:12,577 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/__init__.py first seen with mtime 1695024674.5269344
DEBUG 2023-10-18 21:16:12,578 autoreload File /usr/lib/python3.8/email/errors.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,578 autoreload File /usr/lib/python3.8/tempfile.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,579 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/__init__.py first seen with mtime 1695024675.436935
DEBUG 2023-10-18 21:16:12,580 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/cache/backends/filebased.py first seen with mtime 1695024675.436935
DEBUG 2023-10-18 21:16:12,582 autoreload File /usr/lib/python3.8/glob.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,583 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1695024673.686934
DEBUG 2023-10-18 21:16:12,584 autoreload File /usr/lib/python3.8/asyncio/format_helpers.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,585 autoreload File /usr/lib/python3.8/asyncio/exceptions.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,586 autoreload File /usr/lib/python3.8/_sitebuiltins.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,586 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/fields/files.py first seen with mtime 1695024675.506935
DEBUG 2023-10-18 21:16:12,587 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/sqlparse/filters/others.py first seen with mtime 1695024673.686934
DEBUG 2023-10-18 21:16:12,588 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/handlers/__init__.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,588 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/admin/templatetags/log.py first seen with mtime 1695024674.4069343
DEBUG 2023-10-18 21:16:12,589 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/utils/topological_sort.py first seen with mtime 1695024675.576935
DEBUG 2023-10-18 21:16:12,590 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/views/generic/dates.py first seen with mtime 1695024675.586935
DEBUG 2023-10-18 21:16:12,590 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/fields/json.py first seen with mtime 1695024675.506935
DEBUG 2023-10-18 21:16:12,591 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/management/__init__.py first seen with mtime 1695024675.456935
DEBUG 2023-10-18 21:16:12,591 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/views/static.py first seen with mtime 1695024675.586935
DEBUG 2023-10-18 21:16:12,592 autoreload File /usr/lib/python3.8/email/mime/text.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,592 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/checks/urls.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,593 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/files/move.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,593 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/backends/sqlite3/features.py first seen with mtime 1695024675.486935
DEBUG 2023-10-18 21:16:12,594 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:12,594 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/validators.py first seen with mtime 1695024674.5369344
DEBUG 2023-10-18 21:16:12,595 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/validators.py first seen with mtime 1695024675.436935
DEBUG 2023-10-18 21:16:12,596 autoreload File /usr/lib/python3.8/locale.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,597 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/sqlparse/engine/__init__.py first seen with mtime 1695024673.686934
DEBUG 2023-10-18 21:16:12,598 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/__init__.py first seen with mtime 1695024675.466935
DEBUG 2023-10-18 21:16:12,599 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/checks/security/base.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,600 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/lookups.py first seen with mtime 1695024675.506935
DEBUG 2023-10-18 21:16:12,602 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/PIL/__init__.py first seen with mtime 1697391218.197638
DEBUG 2023-10-18 21:16:12,602 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/migrations/utils.py first seen with mtime 1695024675.496935
DEBUG 2023-10-18 21:16:12,605 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/manage.py first seen with mtime 1696517521.858141
DEBUG 2023-10-18 21:16:12,605 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/template/loaders/base.py first seen with mtime 1695024675.556935
DEBUG 2023-10-18 21:16:12,606 autoreload File /usr/lib/python3.8/email/charset.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,606 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/conf/urls/__init__.py first seen with mtime 1695024674.1569343
DEBUG 2023-10-18 21:16:12,607 autoreload File /usr/lib/python3.8/re.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,608 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/sessions/exceptions.py first seen with mtime 1695024675.2869349
DEBUG 2023-10-18 21:16:12,608 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/handlers/exception.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,609 autoreload File /usr/lib/python3.8/dis.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,609 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/sql/__init__.py first seen with mtime 1695024675.5169349
DEBUG 2023-10-18 21:16:12,610 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/template/loaders/app_directories.py first seen with mtime 1695024675.556935
DEBUG 2023-10-18 21:16:12,610 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/views/csrf.py first seen with mtime 1695024675.576935
DEBUG 2023-10-18 21:16:12,611 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/backends/base/validation.py first seen with mtime 1695024675.476935
DEBUG 2023-10-18 21:16:12,611 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/backends/sqlite3/_functions.py first seen with mtime 1695024675.486935
DEBUG 2023-10-18 21:16:12,612 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/files/utils.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,613 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/files/storage/memory.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,614 autoreload File /usr/lib/python3.8/contextlib.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,616 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/utils/tree.py first seen with mtime 1695024675.576935
DEBUG 2023-10-18 21:16:12,617 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/functions/datetime.py first seen with mtime 1695024675.5169349
DEBUG 2023-10-18 21:16:12,618 autoreload File /usr/lib/python3.8/html/__init__.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,618 autoreload File /usr/lib/python3.8/quopri.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,619 autoreload File /usr/lib/python3.8/inspect.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,620 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/constants.py first seen with mtime 1695024675.496935
DEBUG 2023-10-18 21:16:12,620 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/files/uploadedfile.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,621 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/forms/widgets.py first seen with mtime 1695024675.5269349
DEBUG 2023-10-18 21:16:12,621 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/contenttypes/management/__init__.py first seen with mtime 1695024674.7569346
DEBUG 2023-10-18 21:16:12,622 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/options.py first seen with mtime 1695024675.506935
DEBUG 2023-10-18 21:16:12,622 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/staticfiles/management/commands/__init__.py first seen with mtime 1695024675.436935
DEBUG 2023-10-18 21:16:12,623 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/checks/security/sessions.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,624 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/sqlparse/filters/output.py first seen with mtime 1695024673.686934
DEBUG 2023-10-18 21:16:12,624 autoreload File /usr/lib/python3.8/http/client.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,624 autoreload File /usr/lib/python3.8/reprlib.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,625 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/files/locks.py first seen with mtime 1695024675.446935
DEBUG 2023-10-18 21:16:12,626 autoreload File /usr/lib/python3.8/collections/abc.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,626 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/backports/zoneinfo/_tzpath.py first seen with mtime 1695024673.766934
DEBUG 2023-10-18 21:16:12,627 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/templatetags/i18n.py first seen with mtime 1695024675.556935
DEBUG 2023-10-18 21:16:12,627 autoreload File /usr/lib/python3.8/asyncio/queues.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,628 autoreload File /usr/lib/python3.8/asyncio/futures.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,628 autoreload File /usr/lib/python3.8/asyncio/base_tasks.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:12,629 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/forms/renderers.py first seen with mtime 1695024675.5269349
DEBUG 2023-10-18 21:16:12,630 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/functions/comparison.py first seen with mtime 1695024675.5169349
DEBUG 2023-10-18 21:16:12,631 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/backends/base/creation.py first seen with mtime 1695024675.476935
DEBUG 2023-10-18 21:16:12,632 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1695024674.4069343
DEBUG 2023-10-18 21:16:12,633 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/core/cache/__init__.py first seen with mtime 1695024675.436935
DEBUG 2023-10-18 21:16:12,637 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/models.py first seen with mtime 1697410796.4870949
DEBUG 2023-10-18 21:16:12,638 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/colorama/win32.py first seen with mtime 1695481654.6360354
DEBUG 2023-10-18 21:16:12,639 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:12,639 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/template/defaultfilters.py first seen with mtime 1695024675.5469348
DEBUG 2023-10-18 21:16:12,653 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/templates/blog first seen with mtime 1697433797.387566
DEBUG 2023-10-18 21:16:12,672 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/templates/blog/all-posts.html first seen with mtime 1697229199.1767788
DEBUG 2023-10-18 21:16:12,678 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/templates/blog/includes first seen with mtime 1697219356.7258515
DEBUG 2023-10-18 21:16:12,685 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/templates/blog/index.html first seen with mtime 1697228562.3870802
DEBUG 2023-10-18 21:16:12,692 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/templates/blog/post-detail.html first seen with mtime 1697436111.4869566
DEBUG 2023-10-18 21:16:12,699 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/templates/blog/stored-posts.html first seen with mtime 1697435264.3073182
DEBUG 2023-10-18 21:16:12,727 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/templates/blog/includes/post.html first seen with mtime 1697434582.834893
DEBUG 2023-10-18 21:16:12,748 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/templates/404.html first seen with mtime 1697230127.1054156
DEBUG 2023-10-18 21:16:12,752 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/templates/base.html first seen with mtime 1697435042.2095566
DEBUG 2023-10-18 21:16:13,962 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/cffi/__init__.py first seen with mtime 1670062213.8437965
DEBUG 2023-10-18 21:16:13,963 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/models/sql/compiler.py first seen with mtime 1695024675.5169349
DEBUG 2023-10-18 21:16:13,967 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/migrations/graph.py first seen with mtime 1695024675.486935
DEBUG 2023-10-18 21:16:13,968 autoreload File /usr/lib/python3.8/xml/etree/ElementTree.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:13,972 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/middleware/clickjacking.py first seen with mtime 1695024675.5469348
DEBUG 2023-10-18 21:16:13,973 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:13,974 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/migrations/loader.py first seen with mtime 1695024675.496935
DEBUG 2023-10-18 21:16:13,975 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1695024675.3669348
DEBUG 2023-10-18 21:16:13,975 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1695024675.2869349
DEBUG 2023-10-18 21:16:13,977 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:13,977 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/cffi/error.py first seen with mtime 1670062213.8437965
DEBUG 2023-10-18 21:16:13,981 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/cffi/lock.py first seen with mtime 1670062213.8437965
DEBUG 2023-10-18 21:16:13,982 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/PIL/ExifTags.py first seen with mtime 1697391218.187638
DEBUG 2023-10-18 21:16:13,983 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/defusedxml/ElementTree.py first seen with mtime 1670062214.1037965
DEBUG 2023-10-18 21:16:13,984 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1695024675.3669348
DEBUG 2023-10-18 21:16:13,985 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:13,986 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/PIL/_imaging.cpython-38-x86_64-linux-gnu.so first seen with mtime 1697391218.207638
DEBUG 2023-10-18 21:16:13,987 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:13,987 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:13,988 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/cffi/model.py first seen with mtime 1670062213.8437965
DEBUG 2023-10-18 21:16:13,994 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/migrations/0001_initial.py first seen with mtime 1697323123.585773
DEBUG 2023-10-18 21:16:13,998 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0001_initial.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:14,002 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0011_update_proxy_permissions.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:14,003 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/admin/migrations/0001_initial.py first seen with mtime 1695024674.3569343
DEBUG 2023-10-18 21:16:14,004 autoreload File /usr/lib/python3.8/xml/__init__.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:14,005 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:14,009 autoreload File /usr/lib/python3.8/xml/parsers/__init__.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:14,010 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/PIL/TiffTags.py first seen with mtime 1697391218.197638
DEBUG 2023-10-18 21:16:14,015 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/migrations/__init__.py first seen with mtime 1696519252.6491854
DEBUG 2023-10-18 21:16:14,016 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:14,017 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0004_alter_user_username_opts.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:14,021 autoreload File /usr/lib/python3.8/stringprep.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:14,022 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1695024674.3569343
DEBUG 2023-10-18 21:16:14,023 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/migrations/executor.py first seen with mtime 1695024675.486935
DEBUG 2023-10-18 21:16:14,024 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/PIL/_util.py first seen with mtime 1697391218.177638
DEBUG 2023-10-18 21:16:14,024 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/PIL/ImageMode.py first seen with mtime 1697391218.187638
DEBUG 2023-10-18 21:16:14,025 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/cffi/api.py first seen with mtime 1670062213.8437965
DEBUG 2023-10-18 21:16:14,026 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:14,027 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1695024674.7569346
DEBUG 2023-10-18 21:16:14,031 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/my_first_blog/wsgi.py first seen with mtime 1696517521.9008934
DEBUG 2023-10-18 21:16:14,032 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:14,033 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/PIL/_binary.py first seen with mtime 1697391218.187638
DEBUG 2023-10-18 21:16:14,034 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/admin/migrations/0002_logentry_remove_auto_add.py first seen with mtime 1695024674.3569343
DEBUG 2023-10-18 21:16:14,038 autoreload File /usr/lib/python3.8/xml/parsers/expat.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:14,039 autoreload File /usr/lib/python3.8/xml/etree/__init__.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:14,040 autoreload File /usr/lib/python3.8/encodings/idna.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:14,040 autoreload File /usr/lib/python3.8/xml/etree/ElementPath.py first seen with mtime 1685109908.0
DEBUG 2023-10-18 21:16:14,042 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1695024674.6869345
DEBUG 2023-10-18 21:16:14,043 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/contenttypes/migrations/__init__.py first seen with mtime 1695024674.7569346
DEBUG 2023-10-18 21:16:14,044 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/db/migrations/recorder.py first seen with mtime 1695024675.496935
DEBUG 2023-10-18 21:16:14,051 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/migrations/0003_comment.py first seen with mtime 1697403611.9956186
DEBUG 2023-10-18 21:16:14,052 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/contenttypes/migrations/0002_remove_content_type_name.py first seen with mtime 1695024674.7569346
DEBUG 2023-10-18 21:16:14,053 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1695024674.3569343
DEBUG 2023-10-18 21:16:14,059 autoreload File /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/migrations/0002_remove_post_image_name_post_image.py first seen with mtime 1697391668.7649908
DEBUG 2023-10-18 21:20:37,423 autoreload File /home/aman_unix/.local/lib/python3.8/site-packages/django/conf/urls/static.py previous mtime: 1695024674.1569343, current mtime: 1697664036.3091803
DEBUG 2023-10-18 21:20:37,425 autoreload /home/aman_unix/.local/lib/python3.8/site-packages/django/conf/urls/static.py notified as changed. Signal results: [(<function template_changed at 0x7fcf4d620d30>, None), (<function translation_file_changed at 0x7fcf4cb4b9d0>, None)].
INFO 2023-10-18 21:20:37,428 autoreload /home/aman_unix/.local/lib/python3.8/site-packages/django/conf/urls/static.py changed, reloading.
INFO 2023-10-18 21:20:38,064 autoreload Watching for file changes with StatReloader
DEBUG 2023-10-18 21:20:38,066 autoreload Waiting for apps ready_event.
DEBUG 2023-10-18 21:20:38,171 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2023-10-18 21:20:38,195 autoreload Watching dir /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/templates with glob **/*.
DEBUG 2023-10-18 21:20:38,195 autoreload Watching dir /mnt/d/Lectures/python/django-maxmillian/my_first_blog/templates with glob **/*.
DEBUG 2023-10-18 21:20:38,197 autoreload Watching dir /mnt/d/Lectures/python/django-maxmillian/my_first_blog/locale with glob **/*.mo.
DEBUG 2023-10-18 21:20:38,198 autoreload Watching dir /mnt/d/Lectures/python/django-maxmillian/my_first_blog/blog/locale with glob **/*.mo.
DEBUG 2023-10-18 21:20:38,327 autoreload File /usr/lib/python3.8/asyncio/sslproto.py first seen with mtime 1685109908.0
